journal_id,url,identifier,eid,title,creator,publication_name,issn,eissn,volume,issue,page_range,cover_date,cited_by,doi
2d3be1ab-0394-4f2d-914a-c7109f17e302,https://api.elsevier.com/content/abstract/scopus_id/85207212435,85207212435,2-s2.0-85207212435,Open innovation and internationalization of SMEs: a systematic literature review,TanTai B.,Multinational Business Review,1525383X,20541686,32,4,463-499,2024-10-29,0,10.1108/MBR-12-2023-0200
01bccf3a-ba08-4956-8384-fcdc453c0066,https://api.elsevier.com/content/abstract/scopus_id/85207728955,85207728955,2-s2.0-85207728955,Rebranding God: The Jewish Revival Movement between Homeland and Diaspora,Werczberger R.,Religions,,20771444,15,10,,2024-10-01,0,10.3390/rel15101255
b1ae9920-af72-473a-be91-cd4979cb08f9,https://api.elsevier.com/content/abstract/scopus_id/85202781009,85202781009,2-s2.0-85202781009,Thriving at work as a mediator between high-performance human resource practices and innovative behavior in the hotel industry: The moderating role of self-enhancement motive,Akhtar M.W.,International Journal of Hospitality Management,02784319,,123,,,2024-10-01,0,10.1016/j.ijhm.2024.103897
eb75b7fa-e6f7-4422-866f-089ab781c967,https://api.elsevier.com/content/abstract/scopus_id/85167569514,85167569514,2-s2.0-85167569514,Corporate risk disclosure and firm value: UK evidence,Ibrahim A.E.A.,International Journal of Finance and Economics,10769307,10991158,29,4,4225-4246,2024-10-01,1,10.1002/ijfe.2871
6365c656-a2ad-4a80-af85-4016b4f6aee4,https://api.elsevier.com/content/abstract/scopus_id/85204087601,85204087601,2-s2.0-85204087601,"Financing for equity for women’s, children’s and adolescents’ health in low- and middle-income countries: A scoping review",Bou-Karroum L.,PLOS Global Public Health,,27673375,4,9,,2024-09-12,0,10.1371/journal.pgph.0003573
963d88c2-f18a-4e68-aafe-04a8afe822e9,https://api.elsevier.com/content/abstract/scopus_id/85205657235,85205657235,2-s2.0-85205657235,"Recovering women's voices: Islam, citizenship, and patriarchy in Egypt",Elmorally R.,"Recovering Women's Voices: Islam, Citizenship, and Patriarchy in Egypt",,,,,1-280,2024-09-09,0,10.1108/9781836082484
ab1c371e-6d95-4784-8139-e928cd49a11a,https://api.elsevier.com/content/abstract/scopus_id/85208013279,85208013279,2-s2.0-85208013279,Revolutionary emotions: The roots of revolutionary waves,Toska S.,Revolutionary Emotions: The Roots of Revolutionary Waves,,,,,1-308,2024-09-02,0,10.1093/9780197774892.001.0001
c62ef3ef-1801-4e72-896b-1fa7535ad476,https://api.elsevier.com/content/abstract/scopus_id/85205962393,85205962393,2-s2.0-85205962393,Influencing Factors on Tourists’ Intentions for Sustainable Tourism Destinations: Moderating Effects of Financial Constraints and Moral Reflectiveness,Laachach A.,International Journal of Tourism Research,10992340,15221970,26,5,,2024-09-01,0,10.1002/jtr.2772
749f5305-3e24-47c1-bbdc-3aa06cfd7016,https://api.elsevier.com/content/abstract/scopus_id/85204793440,85204793440,2-s2.0-85204793440,Is it possible to manage energy politics? Exploring the direct and indirect effects of political factors on the acceptance of solar energy,Hwang E.,Energy Strategy Reviews,2211467X,,55,,,2024-09-01,0,10.1016/j.esr.2024.101532
3fde7389-261a-4751-b9cb-44463afd39f0,https://api.elsevier.com/content/abstract/scopus_id/85204167933,85204167933,2-s2.0-85204167933,Social and Health-related Changes in Hispanic Cancer Patients during the COVID-19 Lockdown,Rosario-Ramos L.,Puerto Rico Health Sciences Journal,07380658,23736011,43,3,132-138,2024-09-01,0,
c3bb05f3-6153-47d5-a9d2-4ec39097d5fc,https://api.elsevier.com/content/abstract/scopus_id/85197926410,85197926410,2-s2.0-85197926410,Genetic resources and genes/QTLs for gram pod borer (Helicoverpa armigera Hübner) resistance in chickpea from the Western Himalayas,Rehman S.A.,Plant Genome,,19403372,17,3,,2024-09-01,0,10.1002/tpg2.20483
504d70e7-628a-45b1-8bd6-047955fe80d4,https://api.elsevier.com/content/abstract/scopus_id/85200199536,85200199536,2-s2.0-85200199536,"Southeast Asia in pre- and post-COVID-19: Economy, society, mobility and religion",Ullah A.A.,"Southeast Asia in Pre- and Post-COVID-19: Economy, Society, Mobility and Religion",,,,,1-163,2024-08-30,0,10.4324/9781003464051
5e83f15f-26ff-453d-9df8-e80faca930e9,https://api.elsevier.com/content/abstract/scopus_id/85203198955,85203198955,2-s2.0-85203198955,An annotated checklist with a key to the genera of Australian psyllids (Hemiptera: Sternorrhyncha: Psylloidea),Martoni F.,Zootaxa,11755326,11755334,5500,1,1-213,2024-08-28,0,10.11646/zootaxa.5500.1.1
859e5900-2164-4037-b7bd-0fcdb0cd3a13,https://api.elsevier.com/content/abstract/scopus_id/85202917093,85202917093,2-s2.0-85202917093,Religious beliefs and practices toward HPV vaccine acceptance in Islamic countries: A scoping review,Kisa S.,PLoS ONE,,19326203,19,8 August,,2024-08-01,0,10.1371/journal.pone.0309597
c5cbe117-d6aa-4c73-bce0-a9dda1bbee90,https://api.elsevier.com/content/abstract/scopus_id/85198267609,85198267609,2-s2.0-85198267609,"Ethnic bias, economic achievement and trust between large ethnic groups: A study in Germany and the U.S",Cetre S.,Journal of Economic Behavior and Organization,01672681,,224,,996-1021,2024-08-01,1,10.1016/j.jebo.2024.07.003
fd487b4f-e035-4f42-8825-437567dccdcc,https://api.elsevier.com/content/abstract/scopus_id/85198194562,85198194562,2-s2.0-85198194562,Authorship patterns in Africa's groundwater literature: Indications for helicopter research?,Gbondo A.M.,Earth-Science Reviews,00128252,,255,,,2024-08-01,0,10.1016/j.earscirev.2024.104859
2b0c6045-d775-4e8a-8cd0-9c84389d080e,https://api.elsevier.com/content/abstract/scopus_id/85201251868,85201251868,2-s2.0-85201251868,Religious responses to earthquake and volcanic eruption disasters,Chester D.,Religious Responses to Earthquake and Volcanic Eruption Disasters,,,,,1-245,2024-07-26,0,10.4324/9781003293484
5e171d51-b011-46e0-82bc-a2a53e524292,https://api.elsevier.com/content/abstract/scopus_id/85195415898,85195415898,2-s2.0-85195415898,Geopolitical risk and banking performance: evidence from emerging economies,Adel N.,Journal of Risk Finance,15265943,23312947,25,4,646-663,2024-07-19,0,10.1108/JRF-10-2023-0243
0e4089c4-dace-4775-9c3e-7b7166efee22,https://api.elsevier.com/content/abstract/scopus_id/85201728359,85201728359,2-s2.0-85201728359,Digital transformation in public sector human resource management,Shava E.,Digital Transformation in Public Sector Human Resource Management,,,,,1-350,2024-07-10,0,10.4018/979-8-3693-2889-7
415c30bb-e32e-4571-a739-acefa11b4858,https://api.elsevier.com/content/abstract/scopus_id/85197145699,85197145699,2-s2.0-85197145699,"Swinglines: Rhythm, Timing, and Polymeter in Musical Phrasing",Benadon F.,"Swinglines: Rhythm, Timing, and Polymeter in Musical Phrasing",,,,,1-321,2024-06-20,0,10.1093/oso/9780197659977.001.0001
f310430f-a0b9-4d69-8b5c-57790a73a4db,https://api.elsevier.com/content/abstract/scopus_id/85192646506,85192646506,2-s2.0-85192646506,Internet and gender in Kazakhstan: A decolonial feminist perspective on women's roles in the digital age,Dall'Agnola J.,Internet and Gender in Kazakhstan: A Decolonial Feminist Perspective on Women's Roles in the Digital Age,,,,,1-140,2024-06-14,0,10.4324/9781003469339
e191ee80-ad07-41a0-99b8-ef2a902667b0,https://api.elsevier.com/content/abstract/scopus_id/85198837201,85198837201,2-s2.0-85198837201,"Tous les chemins mènent à Nouakchott Routes, usages et territoires dans la Mauritanie contemporaine All roads lead to Nouakchott Roads, uses and territories in contemporary Mauritania",Mareï N.,Flux,11542721,,135-136,1,59-88,2024-06-06,0,10.3917/flux1.135.0059
41bc3691-5b3b-4d8f-90a0-f132b11afcb0,https://api.elsevier.com/content/abstract/scopus_id/85199980124,85199980124,2-s2.0-85199980124,Likely Participants in Unconventional Political Activities in Nigeria,Undelikwo V.A.,African Renaissance,17442532,25165305,21,2,399-417,2024-06-01,0,10.31920/2516-5305/2024/21n2a20
5060602d-385b-4ceb-a5f7-627126bc5ba8,https://api.elsevier.com/content/abstract/scopus_id/85195788738,85195788738,2-s2.0-85195788738,The Role of Sentiment in the Democratic Transition: A Reading on the Determinants of the Revolution Spread (The Arabic Spring as A Model),Ibrahim A.F.,An-Najah University Journal for Research - B (Humanities),17278449,23118962,38,6,1155-1192,2024-06-01,0,10.35552/0247.38.6.2216
da7b6156-5b4d-4f67-b001-ae2817ca1472,https://api.elsevier.com/content/abstract/scopus_id/85194135365,85194135365,2-s2.0-85194135365,From order to reorder: Assessment of the living environment of hydropower resettlement for just energy transition in China,Zhao Y.,Energy Reports,,23524847,11,,5668-5681,2024-06-01,0,10.1016/j.egyr.2024.05.044
4a5d20f2-fe55-4225-acbf-64384ed414da,https://api.elsevier.com/content/abstract/scopus_id/85192910970,85192910970,2-s2.0-85192910970,COVID-19 vaccination strategies in Africa: A scoping review of the use of mathematical models to inform policy,Ofori S.K.,Tropical Medicine and International Health,13602276,13653156,29,6,466-476,2024-06-01,0,10.1111/tmi.13994
b380bcf0-2670-453c-977a-73121269c1c7,https://api.elsevier.com/content/abstract/scopus_id/85192058078,85192058078,2-s2.0-85192058078,The evolution of net zero emissions research: A bibliometric investigation,Hanafi I.,Scientific African,,24682276,24,,,2024-06-01,0,10.1016/j.sciaf.2024.e02228
0d206a5e-bd1b-4d29-b3bb-8716a5b4a6fe,https://api.elsevier.com/content/abstract/scopus_id/85181240523,85181240523,2-s2.0-85181240523,In search of religious individuals’ career success pattern: “to be rich but not only for me”,Linando J.A.,Asian Journal of Business Ethics,22106723,22106731,13,1,51-78,2024-06-01,0,10.1007/s13520-023-00188-z
da6aa78c-f0f7-4d3b-9615-4288822dbfaa,https://api.elsevier.com/content/abstract/scopus_id/85194889867,85194889867,2-s2.0-85194889867,Cross-border political competition,Segovia-Martin J.,PLoS ONE,,19326203,19,5 May,,2024-05-01,1,10.1371/journal.pone.0297731
6e7e0590-9a46-4c32-9224-4bac889255c7,https://api.elsevier.com/content/abstract/scopus_id/85186203762,85186203762,2-s2.0-85186203762,Inequalities in educational achievement: Effect of individuals’ capabilities &amp; social identity,Gaur D.,Journal of Policy Modeling,01618938,,46,3,494-513,2024-05-01,0,10.1016/j.jpolmod.2024.02.001
c1c80b27-cb55-4d31-bd5a-ae04eea82e4f,https://api.elsevier.com/content/abstract/scopus_id/85180357769,85180357769,2-s2.0-85180357769,Analysis of insurance entrepreneurship as a hedge in times of crisis: a literature review,Nobanee H.,Sustainable Technology and Entrepreneurship,,27730328,3,2,,2024-05-01,4,10.1016/j.stae.2023.100065
7c78d4c6-9f0a-46bc-b561-0ff0d931f248,https://api.elsevier.com/content/abstract/scopus_id/85189017498,85189017498,2-s2.0-85189017498,"Cross-cultural ethnobotany of the Baltis and Shinas in the Kharmang district, Trans-Himalaya India-Pakistan border",Hussain B.,Heliyon,24058440,,10,7,,2024-04-15,0,10.1016/j.heliyon.2024.e28613
f97cce19-f5ca-43a2-bc18-59b6e6c962f4,https://api.elsevier.com/content/abstract/scopus_id/85189977458,85189977458,2-s2.0-85189977458,The unique identifier as one of the essential tools for steering universal health coverage: The case of Morocco,Moustatraf A.,Sante Publique,09953914,,36,1,121-133,2024-04-05,1,10.3917/spub.241.0121
74c700b1-4749-44f0-a075-583e4a29b9ca,https://api.elsevier.com/content/abstract/scopus_id/85191437928,85191437928,2-s2.0-85191437928,Understanding Agency Within Context: The Case of Breeding Cooperatives Program for Transforming Small Ruminant Value Chain in Ethiopia,Kinati W.,SAGE Open,,21582440,14,2,,2024-04-01,0,10.1177/21582440241239128
57ccc50f-ef47-4271-8e8c-48f5f9884ddd,https://api.elsevier.com/content/abstract/scopus_id/85190901636,85190901636,2-s2.0-85190901636,Researchers' Perspectives Regarding Ethical Issues of Biobank Research in the Arab Region,Ibrahim M.E.,Biopreservation and Biobanking,19475535,19475543,22,2,98-109,2024-04-01,0,10.1089/bio.2022.0112
7652655f-632f-4739-9e0b-f73843f9927f,https://api.elsevier.com/content/abstract/scopus_id/85188443553,85188443553,2-s2.0-85188443553,Current status and future developments of assessing microbiome composition and dynamics in anaerobic digestion systems using metagenomic approaches,Niya B.,Heliyon,24058440,,10,6,,2024-03-30,3,10.1016/j.heliyon.2024.e28221
0c2f255d-02cc-43e7-a4ed-d0e5479f5da6,https://api.elsevier.com/content/abstract/scopus_id/85158916636,85158916636,2-s2.0-85158916636,Religiosity and entrepreneurial motivation roles in the goal-specific relation: a case of Muslim students in Indonesia,Siswanto ,Journal of Islamic Accounting and Business Research,17590817,17590825,15,4,701-725,2024-03-29,3,10.1108/JIABR-02-2022-0056
a5e3c6cd-f544-4916-8bc3-4df2ee94058b,https://api.elsevier.com/content/abstract/scopus_id/85188727793,85188727793,2-s2.0-85188727793,Arab world's impact on bladder cancer research and opportunities for growth: A bibliometric review study,Saleh M.,Medicine (United States),00257974,15365964,103,12,E37554,2024-03-22,0,10.1097/MD.0000000000037554
a5630f85-7ce5-4dbf-8286-12aade58f2e3,https://api.elsevier.com/content/abstract/scopus_id/85188707634,85188707634,2-s2.0-85188707634,"Carbon Capture, Utilization, and Storage Risks from Supply Chain Perspective: A Review of the Literature and Conceptual Framework Development",Kabir M.A.,C-Journal of Carbon Research,,23115629,10,1,,2024-03-01,1,10.3390/c10010015
eb1c4236-916b-41d0-878c-6a743bbe15b7,https://api.elsevier.com/content/abstract/scopus_id/85185580995,85185580995,2-s2.0-85185580995,Determinants of Migrants Remittances in Malaysia: An Ardl Approach,Elijah S.,International Journal of Industrial Engineering and Production Research,20084889,2345363X,35,1,,2024-03-01,0,10.22068/ijiepr.27.4.321
132ac4db-cb02-48c0-861c-5e9ea64e5685,https://api.elsevier.com/content/abstract/scopus_id/85179344166,85179344166,2-s2.0-85179344166,"Correction to: Burnout syndrome among rheumatologists and rheumatology fellows in Arab countries: an ArLAR multinational study (Clinical Rheumatology, (2024), 43, 2, (765-774), 10.1007/s10067-023-06827-x)",Naim R.,Clinical Rheumatology,07703198,14349949,43,2,849,2024-02-01,0,10.1007/s10067-023-06842-y
f86b3c8a-005f-46a5-bddc-f707c4a01ddc,https://api.elsevier.com/content/abstract/scopus_id/85174942530,85174942530,2-s2.0-85174942530,Validation of the Short Version (TLS-15) of the Triangular Love Scale (TLS-45) across 37 Languages,Kowal M.,Archives of Sexual Behavior,00040002,15732800,53,2,839-857,2024-02-01,8,10.1007/s10508-023-02702-7
735dac4a-810f-47ee-9ce2-6efec07558f9,https://api.elsevier.com/content/abstract/scopus_id/85167517254,85167517254,2-s2.0-85167517254,Assessment of population structure and genetic diversity of wild and captive populations of Ammotragus lervia provide insights for conservation management,Pizzigalli C.,Conservation Genetics,15660621,15729737,25,1,59-73,2024-02-01,1,10.1007/s10592-023-01546-x
dc3dc169-0c49-4391-91fe-12482333705b,https://api.elsevier.com/content/abstract/scopus_id/85205585720,85205585720,2-s2.0-85205585720,Relations between Tunisia and the Zionist State within a post-Abraham peace accords context,Arfaoui M.,Arab-Israel Normalisation of Ties: Global Perspectives,,,,,125-142,2024-01-27,0,10.1007/978-981-99-7765-9_7
cc13f932-b988-4e9c-81f4-1fe223681c44,https://api.elsevier.com/content/abstract/scopus_id/85184051275,85184051275,2-s2.0-85184051275,"Fracturation, fermeture sociale et action collective des milieux d’affaires: où en est-on ?",Comet C.,Revue Francaise de Sociologie,00352969,,64,1,7-32,2024-01-22,0,
e5c82083-dfaa-4d29-b70a-614f49123512,https://api.elsevier.com/content/abstract/scopus_id/85166183581,85166183581,2-s2.0-85166183581,Whether organizational citizenship behavior is triggered by employee CSR perception and spiritual values: the moderating role of Islamic work ethics,Raza S.A.,Management Research Review,20408269,,47,3,353-373,2024-01-22,7,10.1108/MRR-10-2022-0714
acc80dc4-b9a6-4880-82a0-0e85da65e55a,https://api.elsevier.com/content/abstract/scopus_id/85208990022,85208990022,2-s2.0-85208990022,Evaluating the Influence of International Conventions on Child Marriage in Nigeria: Progress towards Achieving SDG Target 5.3 by 2030,Silva A.O.,Pakistan Journal of Life and Social Sciences,17274915,22217630,22,2,11060-11072,2024-01-01,0,10.57239/PJLSS-2024-22.2.00837
95863ac1-ba41-4f8c-bada-72edfef2beae,https://api.elsevier.com/content/abstract/scopus_id/85208927159,85208927159,2-s2.0-85208927159,"Macro-financial linkage, endogenous risk premium and monetary policy: evidence from a semi-structural model estimated for Morocco",Achmakou L.,African Journal of Economic and Management Studies,20400705,20400713,,,,2024-01-01,0,10.1108/AJEMS-04-2024-0273
5bab615d-8776-47de-8cf4-2803ccadbfc5,https://api.elsevier.com/content/abstract/scopus_id/85208910765,85208910765,2-s2.0-85208910765,"Human Parasites: Diagnosis, Treatment, Prevention, Second Edition",Heinz M.,"Human Parasites: Diagnosis, Treatment, Prevention, Second Edition",,,,,1-404,2024-01-01,0,10.1007/978-3-031-41705-4
e79b4504-5908-4df4-8650-1c1fff64100b,https://api.elsevier.com/content/abstract/scopus_id/85208800123,85208800123,2-s2.0-85208800123,Perceptions of Research Misconduct Among Lecturers and Students in Vietnam: A Quantitative Investigation,Nguyen L.T.,Journal of Academic Ethics,15701727,15728544,,,,2024-01-01,0,10.1007/s10805-024-09577-w
308c7798-cb40-4e8d-90e3-61b652de499d,https://api.elsevier.com/content/abstract/scopus_id/85208456076,85208456076,2-s2.0-85208456076,The Mechanisms Underlying Religious Coping and Hopelessness: Role of Meaning in Life and Affectivity,Wnuk M.,Pastoral Psychology,00312789,15736679,,,,2024-01-01,0,10.1007/s11089-024-01181-4
53fae034-136f-488c-b9a5-ab301f2f33bd,https://api.elsevier.com/content/abstract/scopus_id/85208266276,85208266276,2-s2.0-85208266276,Disparities in Global Authorship and Data Source in the Pediatric Blood and Cancer Journal 2011–2021: Realities and Strategies for Improvement,Burns K.,Pediatric Blood and Cancer,15455009,15455017,,,,2024-01-01,0,10.1002/pbc.31413
0c05c07a-520f-491d-ab4a-9c780414a8d1,https://api.elsevier.com/content/abstract/scopus_id/85208217524,85208217524,2-s2.0-85208217524,Socially responsible HRM practices in social enterprises: the case of microfinance,Giuliano R.,Employee Relations,01425455,,,,,2024-01-01,0,10.1108/ER-09-2023-0469
d5cb5f68-92d3-4652-b727-299b08deff67,https://api.elsevier.com/content/abstract/scopus_id/85208008251,85208008251,2-s2.0-85208008251,Tunisia: An Unfinished Media System Transition,Richter C.,Media Compass: A Companion to International Media Landscapes,,,,,463-472,2024-01-01,0,10.1002/9781394196272.ch44
1c99ee99-f774-4cbc-9525-6c6179089c7c,https://api.elsevier.com/content/abstract/scopus_id/85207910976,85207910976,2-s2.0-85207910976,Financial Inclusion Schemes in India,Ahmad F.,Financial Inclusion Schemes in India,,,,,1-181,2024-01-01,0,10.1007/978-981-19-1316-7
7e4f3694-ee71-4dcf-a83a-6985dc5c2581,https://api.elsevier.com/content/abstract/scopus_id/85207193177,85207193177,2-s2.0-85207193177,Promoting Equitable Research Partnerships in Primatology,Setchell J.M.,International Journal of Primatology,01640291,15738604,,,,2024-01-01,0,10.1007/s10764-024-00463-1
a2403545-2c74-4f03-bdfa-c47d94a9bc21,https://api.elsevier.com/content/abstract/scopus_id/85207190997,85207190997,2-s2.0-85207190997,Passport discrimination from the lens of critical phenomenological perspective,Yasin R.,International Journal of Sociology and Social Policy,0144333X,17586720,,,,2024-01-01,0,10.1108/IJSSP-04-2024-0169
d9802723-0821-4279-81d2-f8b42811681b,https://api.elsevier.com/content/abstract/scopus_id/85206466918,85206466918,2-s2.0-85206466918,On the efficiency of US community banks around the COVID-19 outbreak,El Kassimi M.,Applied Economics,00036846,14664283,,,,2024-01-01,0,10.1080/00036846.2024.2413421
f25addc7-8644-40c8-83ed-f2e11912bba0,https://api.elsevier.com/content/abstract/scopus_id/85206242353,85206242353,2-s2.0-85206242353,Suicidality and religiosity among patients with depressive and bipolar disorders: a cross-sectional North African study,El Oumary O.,Cogent Psychology,,23311908,11,1,,2024-01-01,0,10.1080/23311908.2024.2411113
f705f9e5-3581-4231-8e9d-75ce9da74a35,https://api.elsevier.com/content/abstract/scopus_id/85204677721,85204677721,2-s2.0-85204677721,Strategy and Performance of Family Businesses: Comparison of Pakistan and the Czech Republic,Subhani M.,Thunderbird International Business Review,10964762,15206874,,,,2024-01-01,0,10.1002/tie.22412
7796fda8-4fdd-4bfb-99c6-44b5e346366a,https://api.elsevier.com/content/abstract/scopus_id/85204183271,85204183271,2-s2.0-85204183271,4th DNA Forensic Symposium: Challenges and future directions in Africa,Smith J.H.,Forensic Science International: Synergy,,2589871X,9,,,2024-01-01,0,10.1016/j.fsisyn.2024.100555
021ab0c9-92c0-4181-8fdb-6301e7a05f74,https://api.elsevier.com/content/abstract/scopus_id/85203581254,85203581254,2-s2.0-85203581254,Mapping the Evolution of Open Innovation and Digital Transformation: A Bibliometric Analysis,Saidi H.,Lecture Notes in Networks and Systems,23673370,23673389,1101 LNNS,,178-186,2024-01-01,0,10.1007/978-3-031-68675-7_18
87df4039-7db5-41dd-9d84-5f297d4b0069,https://api.elsevier.com/content/abstract/scopus_id/85201529037,85201529037,2-s2.0-85201529037,"The Role of Faith in Child Marriage: Empirical Evidence from Mozambique, Nepal, and the Philippines",Bayalieva Jailobaeva K.,Review of Faith and International Affairs,15570274,19317743,22,3,39-54,2024-01-01,0,10.1080/15570274.2024.2375847
1cc1be0b-3357-4102-8e5a-fcda8d5be4eb,https://api.elsevier.com/content/abstract/scopus_id/85201220109,85201220109,2-s2.0-85201220109,A systematic review of the multifaceted impact of child marriage on victims,Valan M.L.,Vulnerable Children and Youth Studies,17450128,17450136,,,,2024-01-01,0,10.1080/17450128.2024.2389395
6e784118-9317-4ea2-92dd-cec6947c51ce,https://api.elsevier.com/content/abstract/scopus_id/85201012086,85201012086,2-s2.0-85201012086,"Gendered Time Use and Its Heterogeneities: The Role of Region, Religion, and Caste",Dasgupta A.,"Journal of Economics, Race, and Policy",25208411,2520842X,,,,2024-01-01,0,10.1007/s41996-024-00147-1
1372dc24-fd7f-4d01-a5b5-183757282db2,https://api.elsevier.com/content/abstract/scopus_id/85200383312,85200383312,2-s2.0-85200383312,A Bibliography of Islamic Criminal Law - Supplement,Köndgen O.,"Handbook of Oriental Studies. Section 1, The Near and Middle East",,01699423,181,,1-344,2024-01-01,0,
754e22f5-62ff-44b1-ad14-91cc74fee00e,https://api.elsevier.com/content/abstract/scopus_id/85200369910,85200369910,2-s2.0-85200369910,"The persistence of high rates of child marriage in Sub-Saharan Africa, the Middle East and North Africa, and Asia: A scoping review",Izugbara C.,Health Care for Women International,07399332,10964665,,,,2024-01-01,0,10.1080/07399332.2024.2385328
b2c0f9c5-5bd4-4866-8a3b-f4679d0894f6,https://api.elsevier.com/content/abstract/scopus_id/85198141952,85198141952,2-s2.0-85198141952,Ethnodoxy and Immigration Attitudes in the Middle East/North Africa,Ridge H.M.,Journal for the Scientific Study of Religion,00218294,14685906,,,,2024-01-01,0,10.1111/jssr.12935
d41b07a6-2583-4db4-97bc-c0f9929ad25c,https://api.elsevier.com/content/abstract/scopus_id/85191293876,85191293876,2-s2.0-85191293876,Armed Banditry and Kidnapping in Nigeria,Ayegbusi T.R.,"Advances in African Economic, Social and Political Development",21987262,21987270,Part F2495,,105-134,2024-01-01,0,10.1007/978-3-031-47168-1_7
8c4e2dba-8908-4086-9228-a9c13999b17a,https://api.elsevier.com/content/abstract/scopus_id/85190938630,85190938630,2-s2.0-85190938630,"Sport Migrants, Precarity and Identity: Brazilian Footballers in Central and Eastern Europe",de Oliveira Filho J.H.,"Sport Migrants, Precarity and Identity: Brazilian Footballers in Central and Eastern Europe",,,,,1-120,2024-01-01,0,10.4324/9781032650364
bb4ab4d3-1d53-42a7-baf0-2d86eb9a4f76,https://api.elsevier.com/content/abstract/scopus_id/85184480338,85184480338,2-s2.0-85184480338,When do firms learn? Learning before versus after exporting,Vendrell-Herrero F.,Small Business Economics,0921898X,15730913,,,,2024-01-01,1,10.1007/s11187-024-00898-z
8da981c0-d8f4-4fed-853e-ac3381fbe8ad,https://api.elsevier.com/content/abstract/scopus_id/85184406927,85184406927,2-s2.0-85184406927,Macro level literature analysis of Islamic banking and finance in Covid-19 crisis,Raza M.W.,Journal of Islamic Accounting and Business Research,17590817,17590825,,,,2024-01-01,0,10.1108/JIABR-03-2023-0082
85715d98-2473-440c-8b5a-5ab533e75f16,https://api.elsevier.com/content/abstract/scopus_id/85181488513,85181488513,2-s2.0-85181488513,Estimating Multidimensional Poverty: A New Methodological Approach,Mekonnen A.G.,Journal of Poverty,10875549,15407608,,,,2024-01-01,2,10.1080/10875549.2023.2301620
